Postcode,Population
BH6  5,9592
BH7  6,8175
BH7  7,3710
BH8  0,7348
BH8  8,12701
BH8  9,8122
BH9  1,12764
BH9  2,8927
BH9  3,10104
BL0  0,5606
BL0  9,12246
BL1  1,415
BL1  2,4266
BL1  3,9974
BL1  4,9144
BL1  5,12219
BL1  6,8689
BL1  7,8420
BL1  8,11026
BL2  1,3944
BL2  2,8449
BL2  3,8573
BL2  4,4734
BL2  5,9364
BL2  6,10722
BL3  1,12384
BL3  2,9460
BL3  3,14950
BL3  4,14323
BL3  5,8018
BL3  6,5500
BL4  0,10235
BL4  7,6811
BL4  8,8172
BL4  9,8418
BL5  1,2678
BL5  2,12606
BL5  3,11906
BL6  4,6029
BL6  5,10127
BL6  6,6927
BL6  7,6508
BL7  0,3197
BL7  8,690
BL7  9,11154
BL8  1,12824
BL8  2,10402
BL8  3,8333
BL8  4,4437
BL9  0,2540
BL9  5,6726
BL9  6,8785
BL9  7,10019
BL9  8,9461
BL9  9,10959
BN1  1,2014
BN1  2,4974
BN1  3,10300
BN1  4,8858
BN1  5,10206
BN1  6,17263
BN1  7,8469
BN1  8,14570
BN1  9,8592
BN10 7,9177
BN10 8,9506
BN11 1,4653
BN11 2,9116
BN11 3,4223
BN11 4,9006
BN11 5,6464
BN12 4,7850
BN12 5,4439
BN12 6,7949
BN13 1,8182
BN13 2,10570
BN13 3,8936
BN14 0,5771
BN14 7,10839
BN14 8,6812
BN14 9,7485
BN15 0,8533
BN15 8,7844
BN15 9,11146
BN16 1,6663
BN16 2,6958
BN16 3,8105
BN16 4,6765
BN17 5,6530
BN17 6,13747
BN17 7,8172
BN18 0,8648
BN18 9,4895
BN2  0,7005
BN2  1,10178
BN2  3,12456
BN2  4,16273
BN2  5,12902
BN2  6,9847
BN2  7,4399
BN2  8,8609
BN2  9,11590
BN20 0,1629
BN20 7,5894
BN20 8,8377
BN20 9,5166
BN21 1,6981
BN21 2,9100
BN21 3,5536
BN21 4,4299
BN22 0,9532
BN22 7,4800
BN22 8,10413
BN22 9,7680
BN23 5,6308
BN23 6,6752
BN23 7,7286
BN23 8,8113
BN24 5,6290
BN24 6,3053
BN25 1,4692
BN25 2,7295
BN25 3,8887
BN25 4,2827
BN26 5,6331
BN26 6,5158
BN27 1,6253
BN27 2,5201
BN27 3,11053
BN27 4,4484
BN3  1,10499
BN3  2,6907
BN3  3,12695
BN3  4,7819
BN3  5,12005
BN3  6,11563
BN3  7,10425
BN3  8,8042
BN41 1,6593
BN41 2,14438
BN42 4,10047
BN43 5,11365
BN43 6,11252
BN44 3,10181
BN45 7,672
BN5  9,7145
BN6  8,8732
BN6  9,8764
BN7  1,8718
BN7  2,8379
BN7  3,4210
BN8  4,6002
BN8  5,6155
BN8  6,4243
BN9  0,3953
BN9  9,9599
BR1  1,477
BR1  2,11837
BR1  3,12760
BR1  4,14282
BR1  5,17289
BR2  0,11784
BR2  6,2345
BR2  7,9144
BR2  8,10787
BR2  9,11030
BR3  1,9037
BR3  3,13133
BR3  4,12946
BR3  5,6810
BR3  6,5662
BR4  0,9108
BR4  9,9983
BR5  1,11894
BR5  2,12910
BR5  3,10666
BR5  4,10497
BR6  0,9497
BR6  6,6684
BR6  7,7934
BR6  8,8271
BR6  9,14704
BR7  5,6647
BR7  6,10749
BR8  7,14967
BR8  8,7127
BS1  1,1216
BS1  2,545
BS1  3,2379
BS1  4,531
BS1  5,3174
BS1  6,4210
BS10 5,9553
BS10 6,10280
BS10 7,7926
BS11 0,9627
BS11 9,7823
BS13 0,7584
BS13 7,8362
BS13 8,7380
BS13 9,6423
BS14 0,8915
BS14 8,7808
BS14 9,11588
BS15 1,12002
BS15 3,8861
BS15 4,11166
BS15 8,7414
BS15 9,8147
BS16 1,12240
BS16 2,9125
BS16 3,6892
BS16 4,9232
BS16 5,10054
BS16 6,10657
BS16 7,7924
BS16 9,10206
BS2  0,2935
BS2  8,5986
BS2  9,6764
BS20 0,4855
BS20 6,8010
BS20 7,11425
BS20 8,5879
BS21 5,4888
BS21 6,8976
BS21 7,9549
BS22 6,8023
BS22 7,10397
BS22 8,10658
BS22 9,8572
BS23 1,4967
BS23 2,9246
BS23 3,12282
BS23 4,7689
BS24 0,2050
BS24 6,361
BS24 7,8352
BS24 8,2178
BS24 9,6004
BS25 1,4641
BS25 5,1625
BS26 2,5155
BS27 3,7120
BS28 4,3336
BS29 6,2935
BS3  1,8940
BS3  2,6099
BS3  3,6191
BS3  4,7681
BS3  5,8053
BS30 5,5068
BS30 6,3528
BS30 7,3686
BS30 8,10352
BS30 9,7894
BS31 1,7487
BS31 2,8528
BS31 3,4095
BS32 0,7414
BS32 4,4404
BS32 8,8400
BS32 9,4677
BS34 5,8167
BS34 6,6330
BS34 7,7096
BS34 8,8362
BS35 1,6645
BS35 2,6472
BS35 3,3075
BS35 4,4915
BS35 5,653
BS36 1,6277
BS36 2,9252
BS37 4,8147
BS37 5,7766
BS37 6,8070
BS37 7,6991
BS37 8,6488
BS37 9,811
BS39 4,2607
BS39 5,4588
BS39 6,3021
BS39 7,5331
BS4  1,13034
BS4  2,10003
BS4  3,8905
BS4  4,12451
BS4  5,3832
BS40 5,4521
BS40 6,2261
BS40 7,1579
BS40 8,3854
BS40 9,640
BS41 8,833
BS41 9,5283
BS48 1,5568
BS48 2,6886
BS48 3,5568
BS48 4,5516
BS49 4,8501
BS49 5,3516
BS5  0,8792
BS5  6,13254
BS5  7,10980
BS5  8,9640
BS5  9,9968
BS6  5,10788
BS6  6,13016
BS6  7,10065
BS7  0,15497
BS7  8,10314
BS7  9,15350
BS8  1,4896
BS8  2,7288
BS8  3,5222
BS8  4,8841
BS9  1,8428
BS9  2,6637
BS9  3,8587
BS9  4,7473
CA1  1,2230
CA1  2,11166
CA1  3,10999
CA10 1,5789
CA10 2,3304
CA10 3,4605
CA11 0,4440
CA11 7,3580
CA11 8,7951
CA11 9,6511
CA12 4,4784
CA12 5,3286
CA13 0,8645
CA13 9,6444
CA14 1,8481
CA14 2,5078
CA14 3,8547
CA14 4,6554
CA14 5,7337
CA15 6,4494
CA15 7,6809
CA15 8,5005
CA16 6,6209
CA17 4,4900
CA18 1,329
CA19 1,1074
CA2  4,10382
CA2  5,7620
CA2  6,9284
CA2  7,12368
CA20 1,3373
CA21 2,1022
CA22 2,8936
CA23 3,1431
CA24 3,1273
CA25 5,6217
CA26 3,3889
CA27 0,1653
CA28 6,9943
CA28 7,2813
CA28 8,8860
CA28 9,7134
CA3  0,6100
CA3  8,332
CA3  9,7660
CA4  0,3215
CA4  8,5662
CA4  9,854
CA5  6,3836
CA5  7,3317
CA6  4,4220
CA6  5,3354
CA6  6,1569
CA7  0,1719
CA7  1,1456
CA7  2,2705
CA7  3,2957
CA7  4,4109
CA7  5,1943
CA7  8,1903
CA7  9,5863
CA8  1,4771
CA8  2,1922
CA8  7,1439
CA8  9,2238
CA9  3,2099
CB1  1,3663
CB1  2,7645
CB1  3,18600
CB1  7,4420
CB1  8,5687
CB1  9,9495
CB10 1,4635
CB10 2,8936
CB11 3,9689
CB11 4,8459
CB2  0,1179
CB2  1,7601
CB2  3,2295
CB2  7,497
CB2  8,3896
CB2  9,3170
CB21 4,8552
CB21 5,5587
CB21 6,1573
CB22 3,7808
CB22 4,4335
CB22 5,7659
CB22 6,1238
CB22 7,3117
CB23 1,2670
CB23 2,1972
CB23 3,3471
CB23 4,1087
CB23 5,2350
CB23 6,5881
CB23 7,8556
CB23 8,5068
CB24 3,4207
CB24 4,3337
CB24 5,6915
CB24 6,4274
CB24 8,6579
CB24 9,7910
CB25 0,8262
CB25 9,10104
CB3  0,8786
CB3  9,7575
CB4  1,15976
CB4  2,14459
CB4  3,11697
CB5  8,11097
CB6  1,12491
CB6  2,12008
CB6  3,14090
CB7  4,8667
CB7  5,18098
CB8  0,9730
CB8  7,6524
CB8  8,9210
CB8  9,7962
CB9  0,8417
CB9  7,9824
CB9  8,6110
CB9  9,8702
CH1  1,905
CH1  2,954
CH1  3,3653
CH1  4,6770
CH1  5,13482
CH1  6,4965
CH2  1,9434
CH2  2,7748
CH2  3,9693
CH2  4,7637
CH3  5,12323
CH3  6,4859
CH3  7,6910
CH3  8,4013
CH3  9,4082
CH4  0,10290
CH4  7,7089
CH4  8,11538
CH4  9,3559
CH41 0,3657
CH41 1,528
CH41 2,2959
CH41 3,1293
CH41 4,3010
CH41 5,742
CH41 6,147
CH41 7,2253
CH41 8,2542
CH41 9,1636
CH42 0,2727
CH42 1,3360
CH42 2,2221
CH42 3,2655
CH42 4,3952
CH42 5,3090
CH42 6,4426
CH42 7,2319
CH42 8,2535
CH42 9,3940
CH43 0,5441
CH43 1,2765
CH43 2,4402
CH43 3,2610
CH43 4,2882
CH43 5,3593
CH43 6,1727
CH43 7,5774
CH43 8,1739
CH43 9,8197
CH44 0,3128
CH44 1,2779
CH44 2,2781
CH44 3,2483
CH44 4,4370
CH44 5,3086
CH44 6,2595
CH44 7,1817
CH44 8,3197
CH44 9,3841
CH45 0,1684
CH45 1,2802
CH45 2,2545
CH45 3,2563
CH45 4,3902
CH45 5,4873
CH45 6,2523
CH45 7,3486
CH45 8,4523
CH45 9,2123
CH46 0,3719
CH46 1,2770
CH46 2,2714
CH46 3,1845
CH46 5,525
CH46 6,5402
CH46 7,2679
CH46 8,3050
CH46 9,2915
CH47 0,631
CH47 1,668
CH47 2,2114
CH47 3,2317
CH47 4,938
CH47 5,792
CH47 6,921
CH47 7,1250
CH47 9,1334
CH48 0,1773
CH48 1,904
CH48 2,1374
CH48 3,1388
CH48 4,816
CH48 5,2709
CH48 6,2100
CH48 7,620
CH48 8,1308
CH48 9,2294
CH49 0,1756
CH49 1,2466
CH49 2,3684
CH49 3,3312
CH49 4,5127
CH49 5,1565
CH49 6,4107
CH49 7,2299
CH49 8,2714
CH49 9,1902
CH5  1,8624
CH5  2,7326
CH5  3,9944
CH5  4,16868
CH6  5,13261
CH6  6,3953
CH60 0,1287
CH60 1,1902
CH60 2,1518
CH60 3,1023
CH60 4,794
CH60 5,1938
CH60 6,1274
CH60 7,1221
CH60 8,975
CH60 9,1220
CH61 0,500
CH61 1,1226
CH61 2,622
CH61 3,1584
CH61 4,2883
CH61 5,2613
CH61 6,2419
CH61 7,1933
CH61 8,2166
CH61 9,1737
CH62 0,1100
CH62 1,3148
CH62 2,3554
CH62 3,1168
CH62 4,1900
CH62 5,2344
CH62 6,3940
CH62 7,3472
CH62 8,4889
CH62 9,3373
CH63 0,4654
CH63 1,308
CH63 2,5030
CH63 3,4406
CH63 4,329
CH63 5,4143
CH63 6,535
CH63 7,3958
CH63 8,2993
CH63 9,4407
CH64 0,2890
CH64 1,1436
CH64 2,1203
CH64 3,2008
CH64 4,2771
CH64 5,927
CH64 6,2944
CH64 7,293
CH64 8,153
CH64 9,4398
CH65 0,1182
CH65 2,2602
CH65 3,1144
CH65 4,882
CH65 5,3403
CH65 6,3212
CH65 7,3679
CH65 8,4714
CH65 9,5695
CH66 1,6088
CH66 2,12874
CH66 3,6110
CH66 4,8631
CH66 5,1009
CH66 6,387
CH66 7,187
CH7  1,10114
CH7  2,9602
CH7  3,6284
CH7  4,6095
CH7  5,6677
CH7  6,11573
CH8  7,9189
CH8  8,6234
CH8  9,5370
CM0  7,8378
CM0  8,7714
CM1  1,3602
CM1  2,16074
CM1  3,8574
CM1  4,13187
CM1  6,13418
CM1  7,8356
CM11 1,7277
CM11 2,11830
CM12 0,12403
CM12 9,7530
CM13 1,8430
CM13 2,10293
CM13 3,5907
CM14 4,10595
CM14 5,9261
CM15 0,8884
CM15 8,5791
CM15 9,8861
CM16 4,3708
CM16 5,3531
CM16 6,8079
CM16 7,6900
CM17 0,6897
CM17 9,14518
CM18 6,12931
CM18 7,11630
CM19 4,10901
CM19 5,8014
CM2  0,5328
CM2  6,15079
CM2  7,8470
CM2  8,14965
CM2  9,14735
CM20 1,6406
CM20 2,4035
CM20 3,11077
CM21 0,4332
CM21 9,6566
CM22 6,6878
CM22 7,6427
CM23 1,1560
CM23 2,7304
CM23 3,9389
CM23 4,13423
CM23 5,9164
CM24 8,6706
CM3  1,5645
CM3  2,5460
CM3  3,4940
CM3  4,9293
CM3  5,14977
CM3  6,9448
CM3  7,1567
CM3  8,3077
CM4  0,4600
CM4  9,5637
CM5  0,5432
CM5  9,5208
CM6  1,11756
CM6  2,6278
CM6  3,7290
CM7  1,9353
CM7  2,5559
CM7  3,11080
CM7  4,4254
CM7  5,9464
CM7  9,9303
CM77 6,2660
CM77 7,7492
CM77 8,5327
CM8  1,14068
CM8  2,11951
CM8  3,6970
CM9  4,8945
CM9  5,4288
CM9  6,11431
CM9  8,9046
CO1  1,4696
CO1  2,10375
CO10 0,13451
CO10 1,8366
CO10 2,4434
CO10 5,2275
CO10 7,6474
CO10 8,5386
CO10 9,6200
CO11 1,5674
CO11 2,7348
CO12 3,7013
CO12 4,11327
CO12 5,3999
CO13 0,8153
CO13 9,4024
CO14 8,6772
CO15 1,7273
CO15 2,6529
CO15 3,8671
CO15 4,8162
CO15 5,6778
CO15 6,5879
CO16 0,3053
CO16 7,4946
CO16 8,10980
CO16 9,5351
CO2  0,4505
CO2  7,9307
CO2  8,12744
CO2  9,8753
CO3  0,7724
CO3  3,8046
CO3  4,6699
CO3  8,832
CO3  9,4971
CO4  0,7270
CO4  3,18087
CO4  5,14086
CO4  9,8826
CO5  0,9930
CO5  7,4531
CO5  8,7490
CO5  9,6404
CO6  1,9747
CO6  2,6320
CO6  3,6219
CO6  4,5911
CO6  5,855
CO7  0,8121
CO7  6,5995
CO7  7,5517
CO7  8,5823
CO7  9,7679
CO8  5,2315
CO9  1,9450
CO9  2,6077
CO9  3,5647
CO9  4,4225
CR0  0,18387
CR0  1,9024
CR0  2,19496
CR0  3,18859
CR0  4,16876
CR0  5,10773
CR0  6,22021
CR0  7,16100
CR0  8,13006
CR0  9,10551
CR2  0,11060
CR2  6,10924
CR2  7,8281
CR2  8,11348
CR2  9,7123
CR3  0,4307
CR3  5,12772
CR3  6,9466
CR3  7,2153
CR4  1,17097
CR4  2,13478
CR4  3,18880
CR4  4,9676
CR5  1,10698
CR5  2,9213
CR5  3,9111
CR6  9,9898
CR7  6,9098
CR7  7,17785
CR7  8,18057
CR8  1,4882
CR8  2,8335
CR8  3,5032
CR8  4,6124
CR8  5,8353
CT1  1,14612
CT1  2,4320
CT1  3,11994
CT10 1,7095
CT10 2,10581
CT10 3,7366
CT11 0,7506
CT11 7,9220
CT11 8,5793
CT11 9,6849
CT12 4,3903
CT12 5,2757
CT12 6,11264
CT13 0,5990
CT13 9,2960
CT14 0,2976
CT14 6,5385
CT14 7,9224
CT14 8,2709
CT14 9,14957
CT15 4,3726
CT15 5,3307
CT15 6,2513
CT15 7,3765
CT16 1,3466
CT16 2,10651
CT16 3,5615
CT17 0,12370
CT17 9,9839
CT18 7,10883
CT18 8,3103
CT19 4,9250
CT19 5,10290
CT19 6,9487
CT2  0,5916
CT2  7,13585
CT2  8,7609
CT2  9,3779
CT20 1,7085
CT20 2,7587
CT20 3,7923
CT21 4,4401
CT21 5,6482
CT21 6,6359
CT3  1,5890
CT3  2,3383
CT3  3,4462
CT3  4,3643
CT4  5,4194
CT4  6,5155
CT4  7,5485
CT4  8,1890
CT5  1,7578
CT5  2,8291
CT5  3,6816
CT5  4,10567
CT6  5,7522
CT6  6,9873
CT6  7,12698
CT6  8,8684
CT7  0,4067
CT7  9,7455
CT8  8,7379
CT9  1,6796
CT9  2,10839
CT9  3,11139
CT9  4,3883
CT9  5,11038
CV1  1,439
CV1  2,6801
CV1  3,5029
CV1  4,8210
CV1  5,10874
CV10 0,12657
CV10 7,11140
CV10 8,12041
CV10 9,14323
CV11 4,12128
CV11 5,11176
CV11 6,16344
CV12 0,9150
CV12 8,10741
CV12 9,11891
CV13 0,6437
CV13 6,4336
CV2  1,12068
CV2  2,12594
CV2  3,13083
CV2  4,13759
CV2  5,12055
CV21 1,9898
CV21 2,8034
CV21 3,10284
CV21 4,7572
CV22 5,9421
CV22 6,10528
CV22 7,15580
CV23 0,9665
CV23 8,5644
CV23 9,6648
CV3  1,8929
CV3  2,16448
CV3  3,7918
CV3  4,4272
CV3  5,13554
CV3  6,12554
CV31 1,12239
CV31 2,12355
CV31 3,7111
CV32 4,3166
CV32 5,8276
CV32 6,7532
CV32 7,13904
CV33 9,6137
CV34 4,4858
CV34 5,14297
CV34 6,12365
CV35 0,5818
CV35 7,5339
CV35 8,5707
CV35 9,7880
CV36 4,6532
CV36 5,2805
CV37 0,6770
CV37 6,6716
CV37 7,8706
CV37 8,7008
CV37 9,12026
CV4  7,8927
CV4  8,8059
CV4  9,16569
CV47 0,2225
CV47 1,4378
CV47 2,5173
CV47 7,755
CV47 8,2504
CV47 9,2024
CV5  6,11981
CV5  7,11997
CV5  8,12415
CV5  9,9830
CV6  1,13894
CV6  2,12199
CV6  3,10894
CV6  4,13171
CV6  5,13544
CV6  6,10756
CV6  7,12547
CV7  7,10808
CV7  8,8589
CV7  9,8837
CV8  1,11082
CV8  2,13313
CV8  3,6809
CV9  1,5828
CV9  2,9038
CV9  3,6456
CW1  2,1516
CW1  3,17443
CW1  4,11720
CW1  5,10783
CW1  6,1153
CW10 0,7639
CW10 9,6801
CW11 1,7276
CW11 2,1899
CW11 3,7221
CW11 4,6344
CW12 1,3893
CW12 2,4961
CW12 3,10115
CW12 4,10418
CW2  5,8106
CW2  6,10707
CW2  7,9336
CW2  8,13200
CW3  0,2770
CW3  9,6359
CW4  7,5855
CW4  8,3574
CW5  5,7794
CW5  6,7453
CW5  7,9708
CW5  8,4489
CW6  0,7044
CW6  9,5183
CW7  1,9392
CW7  2,10876
CW7  3,9512
CW7  4,1849
CW8  1,8734
CW8  2,9138
CW8  3,7179
CW8  4,10436
CW9  5,3389
CW9  6,5692
CW9  7,10831
CW9  8,13418
DA1  1,9667
DA1  2,11829
DA1  3,12073
DA1  4,8416
DA1  5,10995
DA10 0,6783
DA11 0,8959
DA11 7,9059
DA11 8,11023
DA11 9,9230
DA12 1,6748
DA12 2,8953
DA12 3,2369
DA12 4,14518
DA12 5,15068
DA13 0,9057
DA13 9,5472
DA14 4,9828
DA14 5,4216
DA14 6,7256
